web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
1570308223-136,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Fabiano S.,Excellent,9-Aug-19,"Product exactly as description. Perfect condiction, including the battery life. Original power charger. Missing only headphones and original package.",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews
1570308242-221,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Yenifer Ambrocio,Great phone for a great price,5-Aug-19,Really good phone was good no scratches or anything like that in very good conditions,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews
1570308214-100,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,catelyn,Amazing condition,15-Aug-19,I bought this iPhone and it was the only one left in stock so I was concerned but it is in amazing And no scratches no marks no dents it was absolutely perfect I am super happy with this and will definitely buy from this vendor again,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews
1570308231-177,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lisa Z,Trustworthy Seller!,10-Jul-19,Fast service; product is as promised,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews
1570308240-218,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,tatiana thomas,Functions perfectly,29-Jul-19,"I Like the phone, it arrived in great condition with all the features expected.",4.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews
1570308218-114,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Great,22-Aug-19,"Great price for expensive gift! Bought for bf in manaus brazil, slipped in a sims card and phone worked great! As they say in brazil  obrigado (thanks)!",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews
1570308214-92,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,diyako moradi,Fantastic phone,21-Jun-19,"This phone is amazing! It was safely shipped and delivered earlier than expected, and the manual set up was quick and easy. I hope the battery life proves to be strong as I use this overtime, that's my only concern so far.",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews
1570308210-73,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sarah,DOESNT EVEN WORK,26-Aug-19,"Pretty sure I got a fake XR, came in wrong color, isn't the size of a normal XR, won't turn on, came with an android charger. The list goes on.",1.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
1570308212-85,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Daniel Rivera,Can Always Trust Renewed Iphones From Now On!,31-Jul-19,"I hesitated a ton buying this phone renewed, constantly reading other reviews, videos about buying Iphones online but I finally decided to go through with it since I had Amazon's return policy to give me confidence. Once I received the package, I found I had nothing to worry about at all, it arrived in amazing condition, with a charger and wall adapter; I would recommend buying Amazon renewed Iphones to anyone now, no regrets whatsoever and I saved money!",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews
1570308194-6,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Noor,Not good,11-May-19,"No headphone ,the charger is not original",1.0 out of 5 stars,,
1570308261-320,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Daniel,Would like some Compensation For having bad products.,25-May-19,"The phone is great good condition. But the charger and the cable with it were deplorable on its quality
I would change this review if they contact me and help me set things right.",2.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews
1570308271-363,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,isa,"Not a scam , product is wonderful",23-Jul-19,I was pretty skeptical ordering from this seller but I do NOT regret it. Best purchase by far. Awesome quality . Brand new . Does not come in the original box but that didn’t phase me . It does come with a charger . 10/10 recommend,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews
1570308218-111,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Chloe B.,Love it!,27-Sep-19,"Phone is basically like new! Brand new battery, already came with a screen cover, and not a scratch on it anywhere. Couldn’t be more satisfied!",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews
1570308204-42,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Amazing phone!!!,14-Sep-19,"Like everyone, I was SUPER nervous to buy some refurbished phone from Amazon. But it was SOOO worth it! The phone came in days before the estimated delivery and was in amazing condition. Mine even came with a glass screen protector! The only damage on the phone is a tiny scratch on the screen, it’s less than it inch small on the corner and barely noticeable. But hey, if I wanted a phone in brand new condition, I would of bought a brand new phone. It came with a charger which is cool. It’s not apple name brand ((which people are mad about for some reason??? Lol okay Karen)) I don’t mind and it works perfect!! So far the battery is great too. This phone is an amazing upgrade from my 6 plus. I HIGHLY HIGHLY recommend this seller !!!!!",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
1570308255-282,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Chris Addington,Long Batteey.,12-Sep-19,Works great.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews
1570308259-309,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Caio diniz,Top demais,15-Sep-19,Muito top slc,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews
1570308276-386,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,JCC,Works great looks new,19-Jul-19,Works great looks new,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews
1570308238-201,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Megumi Shields,Good,20-Sep-19,"i bought xr yellow 64G!!
It was with the thing to open the sim place&charger(Not original)

Price,Look,Perfect for me.",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews
1570308221-127,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,kumie allbery,iPhone xr,24-Aug-19,I like it a lot because of face  recognition and I didn’t have to type password all the time. It’s pretty easy to use it most of the times.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews
1570308238-203,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sweeton Rodrigues,Best Phone ever,1-Sep-19,Overall excellent,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews
1570308240-213,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Teofilo,Is it a fine model!????,25-Sep-19,I had to start up my phone and then it can't connected to our wifi...but haven't tested on a different wifi. Hopefully it works fine!,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews
1570308216-103,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,WiseOwl,Excellent condition,14-Sep-19,It was in excellent condition there wasn’t one scratch on it. It was fully unlocked just as described and had a charger cord and connector. I love the picture quality and this is the best battery life I’ve ever had in my life lasts about 11 hours and I’m a very active user. My phone is never not in my hand. But no it doesn’t come with headphones. But it’s excellent.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews
1570308208-62,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,K. Hannon,Great Deal,1-Jul-19,"My phone is in absolutely perfect condition. I debated buying the phone straight from Apple for some time because a few people had left negative reviews. However, I took the risk because of the price and am so glad I did. I've had it for over 2 weeks and everything works to a charm.",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
1570308227-154,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Taarush Vemulapalli,Worth it!,18-Jul-19,"I was skeptical of getting a renewed phone but the phone arrived in mint condition with no scratches or dents. Battery health was at 100% as well. It came with a screen guard so that’s a bonus.

My seller was : chubbiestech",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews
1570308265-334,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lesly martinez,I really  want one,27-Jun-19,"I really i want one so I can review a good one so pls can I get one and for free to review it ,thanks",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews
1570308227-156,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Winston N. Mago B,Iphone XR,2-Oct-19,Great presentation.very good price.,4.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews
1570308229-165,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kaitlyn Putnam,Nothing it’s an amazing phone,24-Aug-19,I love this phone I upgraded from the 7 and loving it more then the 7,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews
1570308263-330,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Giovanna Gordon,NOT TRUSTWORTHY,1-Aug-19,Whom ever this phone belong to still has access to the phone bc it said it was shipping from syosset ny and someone is trying to log into my Apple ID which is unacceptable,1.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews
1570308212-87,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,L. Lederer,"Excellent ""renewed"" item...I think it was probably a return that's how new it appeared",14-Sep-19,"This was as new as could be.  I think possibly just a store return or something? Excellent product, no cosmetic issues and was fully functional.",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews
1570308206-53,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Gabriela,Everything work out fine!,26-Aug-19,This was my first renewed phone so i was a like nervous about what i was going to get. Thankfully all my worries were unjustified because the phone came in perfect conditions. Not a single scratch and battery status at 100%. But the best thing is that it also came with a apple guarantee that last for 8 months. The seller was Networkstore. Shipping was very fast.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews
1570308276-388,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,mustafa,Good phone,24-Jun-19,looking new,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews
1570308271-361,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jazzy,Yassss Get this phone guys .... The camera is awesome,17-Aug-19,I love my new phone .... camera quality is like wow ... So happy with my purchase and it came just in time. Very pleased,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews
1570308229-167,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Nidelkys,CAME EXACTLY THE WAY I WANTED IT!!,31-Jul-19,"I truly loved it! I really made a good choice! I was going to buy a new one at apple, but their taxes is ridiculous. The XR that came in looks new as it can be and just made me the happiest. I hope this helped.",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews
1570308248-260,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,ibrahim,Fast shipping great phone,29-Jun-19,Great phone just like new,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews
1570308197-13,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Slim shady,That it ships really fast,8-Jul-19,Phone looks literally brand new no cracks work fine and the battery is 100% like I just brought it from a store 100% recommended this phone,5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
1570308244-240,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Diamond,"This is my first iPhone, and I’m obsessed with it. The  battery  life is amazing...",24-Jul-19,"There’s nothing to hate about this phone, I use it for almost everything..",5.0 out of 5 stars,Next page?,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews
1570308194-10,https://www.amazon.com/Apple-iPhone-XR-64GB-Red/product-reviews/B07P6Y8L3F/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Cory,FRUAD,29-May-19,Pretty much as soon as I picked up this iPhone I saw that it was very light and to suprises there was an empty box no iPhone no charger no block but just a box inside so a box,1.0 out of 5 stars,,
